Country,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Madagascar,1088.279667,1256.755,1353.496167,1317.698833,1366.391167,1238.327667,1868.857833,2003.025833,2142.301667,1873.876667,1708.370833,1956.205833,2089.95,2025.1175,2194.966667,2206.914167,2414.811667,2933.508333,3176.539167,3116.11,3334.752255
Maldives,11.77,11.77,11.77,12.24208333,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,14.6020084,15.36483532,15.36671003,15.38039352,15.36633122,15.36840768,15.38696851,15.39083727
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,
Mexico,9.13604175,9.5603975,9.455558333,9.342341667,9.655958333,10.78901917,11.28596667,10.89789167,10.89924167,10.92819167,11.12971667,13.513475,12.63600833,12.423325,13.16945833,12.77199167,13.29245,15.84826667,18.66405833,18.92651667,19.24434167
Marshall Islands,,,,,,,,,,,,,,,,,,,,,
Middle income,,,,,,,,,,,,,,,,,,,,,
North Macedonia,54.46173333,56.90182833,65.90386667,68.03713333,64.34979167,54.32225833,49.40993333,49.28368333,48.80176667,44.72981667,41.86768333,44.100575,46.48539167,44.230825,47.89025,46.39534167,46.43713083,55.537075,55.731725,54.66545833,52.10710833
Mali,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584
Malta,0.388459511,0.398898395,0.438149992,0.450041567,0.433620338,0.377233333,0.34466318,0.345777392,0.340893886,0.311675,,,,,,,,,,,
Myanmar,6.343158333,6.285791667,6.516725,6.748908333,6.642083333,6.138925,5.805833333,5.818166667,5.842941667,5.616883333,5.44145,5.576366667,5.634883333,5.444108333,640.6534167,933.5704564,984.3457476,1162.615329,1234.869517,1360.358707,1429.807975
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,
Montenegro,,0.938283072,1.082705081,1.116533086,1.057558996,0.884047927,0.803921648,0.803800192,0.796432731,0.7296724,0.67992268,0.716957702,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667
Mongolia,840.8283333,1021.8675,1076.666667,1097.6975,1110.31,1146.5425,1185.2975,1205.246667,1179.699167,1170.400833,1165.804167,1437.795,1357.064167,1265.515833,1357.58,1523.9275,1817.938708,1970.309167,2140.290864,2439.777201,2472.484051
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,
Mozambique,11.87458333,12.77511167,15.22725,20.70364083,23.67795667,23.7822675,22.5813425,23.060965,25.40077917,25.84034145,24.30064247,27.51829996,33.9600988,29.06759993,28.37298448,30.10411109,31.3526877,39.98247415,63.05623273,63.58432291,60.32620764
Mauritania,18.84758333,20.95141667,23.89233333,25.56291667,27.17391667,26.303,,26.55283333,26.86,25.85866667,23.82033333,26.23658333,27.58941667,28.11183333,29.662,30.06816667,30.2725,32.46716667,35.23708333,35.79441667,35.6775
Mauritius,23.99265,25.18580833,26.24955833,29.12925833,29.962,27.901475,27.49851667,29.49623333,31.70806667,31.31365625,28.4528375,31.9598,30.7844,28.70595,30.04997167,30.70135833,30.62161667,35.0567,35.54188333,34.48140833,33.93445
Malawi,31.07268333,44.08814167,59.54380833,72.19733333,76.68660833,97.432475,108.8975083,118.42,136.0125,139.9575,140.5216667,141.1683333,150.4858333,156.5158333,249.1066667,364.4058333,424.8966667,499.6058333,718.005,730.2725,732.3333333
Malaysia,3.924375,3.8,3.8,3.8,3.8,3.8,3.8,3.787091667,3.668176958,3.437569382,3.335833333,3.524502911,3.221086915,3.060003011,3.088800867,3.15090855,3.272859746,3.905500263,4.148300663,4.300440878,4.035130137
North America,,,,,,,,,,,,,,,,,,,,,
Namibia,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.377116667,6.76715,7.054391667,8.251741667,8.522819833,7.33025,7.300025,8.193770833,9.750075,10.8428875,12.88192083,14.70876667,13.3129,13.23394167
New Caledonia,107.2638139,111.9669141,129.201038,133.2377912,126.2003129,105.494942,95.93333689,95.91884339,95.03967172,87.07304793,81.13632928,85.55578141,90.01297411,85.72955183,92.88041108,89.8502215,89.82433538,107.5532344,107.8068158,105.6330782,101.0468219
Niger,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584
Nigeria,21.886,92.3381,101.6973333,111.23125,120.5781583,129.22235,132.888025,131.2743333,128.6516667,125.8081083,118.5666667,148.88,150.2975,153.8625,157.5,157.3116667,158.5526417,192.4403333,253.492,305.7901092,306.0836882
Nicaragua,10.58191667,11.80925,12.68439167,13.37194167,14.25132525,15.10464333,15.93724732,16.73332953,17.56999843,18.44850616,19.37189641,20.33948187,21.35644868,22.42427062,23.54666353,24.72276417,25.95890037,27.25684494,28.62096241,30.05094134,31.55321233
Netherlands,1.983733,,,,,,,,,,,,,,,,,,,,
Norway,7.5450975,7.799171667,8.801841667,8.991654167,7.983778833,7.080216667,6.740833333,6.4425,6.413333333,5.861666667,5.64,6.288333333,6.044166667,5.604607307,5.8175,5.875,6.301666667,8.064166667,8.4,8.271666667,8.1325
Nepal,65.9757875,68.23937083,71.09379583,74.94925,77.87661917,76.1414475,73.67359667,71.3675,72.75560583,66.4150275,69.761695,77.57343074,73.26235902,74.02,85.22575599,93.08439381,97.55484216,102.4051343,107.3838152,104.5118852,108.9301341
Nauru,1.591828333,1.54995,1.724826667,1.9334425,1.8405625,1.541914167,1.3597525,1.309473333,1.327973441,1.1950725,1.192178333,1.28218881,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293,1.331090262,1.345213976,1.304758077,1.338412146
New Zealand,1.868249167,1.889613899,2.201149167,2.378750833,2.162190833,1.722099146,1.508681271,1.420273457,1.542055757,1.360675229,1.42272681,1.600877295,1.387833828,1.265810697,1.234283655,1.219407974,1.205433333,1.433975,1.436525,1.407408333,1.445258333
OECD members,,,,,,,,,,,,,,,,,,,,,
Oman,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845
Other small states,,,,,,,,,,,,,,,,,,,,,
Pakistan,45.04666667,49.50069158,53.6481865,61.92716167,59.72378167,57.75199667,58.25786333,59.514475,60.271335,60.73851583,70.40803333,81.71289167,85.19381633,86.34338333,93.39519722,101.6288992,101.1000884,102.7692716,104.769117,105.4551621,121.8240689
Panama,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Peru,2.93,3.383333333,3.49,3.506833333,3.5165,3.478467,3.413175,3.295841667,3.274032503,3.128044577,2.924408333,3.011508333,2.825125,2.7541,2.637586418,2.701899026,2.839044138,3.184439242,3.375061587,3.260488491,3.286602698
Philippines,40.89305,39.08898333,44.19225,50.99265,51.60356667,54.20333333,56.03991667,55.08549167,51.3142725,46.14839118,44.32328761,47.67968845,45.10966418,43.31313692,42.22879473,42.44618483,44.3951543,45.50283994,47.49246386,50.40371979,52.66142995
Palau,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Papua New Guinea,2.073591667,2.5707725,2.782156667,3.388715065,3.895220802,3.563452875,3.222540104,3.1019498,3.056734787,2.965345833,2.700088333,2.755143333,2.719294167,2.370969949,2.083648339,2.24451,2.461385,2.768411667,3.133029302,3.188788383,3.293463081
Poland,3.4754,3.967108333,4.346075,4.0939,4.080033333,3.889075,3.657641667,3.235483333,3.103158333,2.76795,2.409241667,3.120141667,3.0153,2.962847778,3.256541667,3.160616667,3.154541667,3.7695,3.942783333,3.779333333,3.611716667
Pre-demographic dividend,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,,
Portugal,180.10448,,,,,,,,,,,,,,,,,,,,
Paraguay,2726.49,3119.073333,3486.353333,4105.925,5716.258333,6424.339167,5974.5775,6177.934947,5635.093939,5032.711576,4363.291608,4966.682297,4758.430129,4193.802308,4421.659286,4303.882566,4462.185288,5204.920808,5670.540898,5618.933452,5732.104556
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,,,,,,,,,,,,,,,,,,,,,
French Polynesia,107.2638139,111.9669141,129.201038,133.2377912,126.2003129,105.494942,95.93333689,95.91884339,95.03967172,87.07304793,81.13632928,85.55578141,90.01297411,85.72955183,92.88041108,89.8502215,89.82433538,107.5532344,107.8068158,105.6330782,101.0468219
Qatar,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
Romania,0.887557583,1.53328375,2.170872083,2.906079167,3.305543,3.320007083,3.263656833,2.913653167,2.808983333,2.43825,2.518858333,3.049325,3.1779,3.048608333,3.4682,3.327916667,3.349175,4.005666667,4.059183333,4.052491667,3.941616667
Russian Federation,9.705083333,24.6199,28.12916667,29.168525,31.34848333,30.692025,28.81374167,28.28444167,27.19095833,25.58084537,24.852875,31.74035833,30.36791534,29.38234137,30.83983135,31.83714364,38.37820714,60.93765011,67.05593333,58.34280119,62.66813333
Rwanda,312.3140917,333.941925,389.6962167,442.9918917,475.3652417,537.6549848,577.4489746,557.8226408,551.7103333,546.955,546.8486532,568.2813268,583.1309066,600.3065198,614.2951424,646.6359745,682.4377954,719.8595555,787.2515218,831.5543398,861.0934122
South Asia,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Sudan,2.008019167,2.525504167,2.571225,2.587021042,2.633058333,2.609834333,2.57905,2.436058333,2.171533333,2.0161,2.090162829,2.301533333,2.30600092,2.666619622,3.572958333,4.756760547,5.736866667,6.025732598,6.211713646,6.68336,24.3289109
Senegal,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584
Singapore,1.673601667,1.694956667,1.723963333,1.7917225,1.790588333,1.742183333,1.690228333,1.6643975,1.588933333,1.507101667,1.414860833,1.454514713,1.363508333,1.257775877,1.249676204,1.2513,1.26705,1.374825,1.381546364,1.380925,1.348841667
Solomon Islands,4.815649167,4.838141667,5.088930833,5.277984953,6.748772103,7.505943749,7.484743906,7.529873025,7.609458333,7.652,7.747916667,8.055041667,8.064501344,7.64125903,7.355202847,7.3021351,7.375345354,7.914688977,7.948152938,7.887390369,7.952504861
Sierra Leone,1563.618,1804.195,2092.125,1986.154167,2099.033866,2347.941667,2701.296667,2889.5875,2961.909167,2985.185833,2981.515,3385.65,3978.086667,4349.161667,4344.036667,4332.500833,4524.159167,5080.7475,6290.297415,7384.432222,7931.63175
El Salvador,8.755,8.755,8.755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
San Marino,1736.207383,0.938283072,1.082705081,1.116533086,1.057558996,0.884047927,0.803921648,0.803800192,0.796432731,0.7296724,0.67992268,0.716957702,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667
Somalia,,,,,,,,,,,,31558.90548,31269.66257,29966.83544,22516.0003,19283.79995,20230.92913,22254.23568,23061.78431,23097.98732,
Serbia,10.0308,11.6615,63.1659,66.91366,64.405225,57.59004167,58.37570833,66.717825,67.155125,58.44956667,55.72925,67.60493333,77.72284167,73.35543333,87.95880833,85.15884167,88.40530833,108.811425,111.27785,107.75885,100.175075
Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,2.98895,2.95,2.95,2.95,3.604166667,46.72916667,113.6475,141.3858333
Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,
Small states,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,6.883242833,7.118958333,7.978171667,8.842109167,9.088325,9.347583333,9.902324167,10.55797033,12.4486425,13.536755,14.69520167,16.20845125,18.49860132,17.62293501,19.06841681,18.44995262,18.46640305,22.09064456,22.14886063,21.74113836,20.75085924
Suriname,0.401606426,0.834084264,1.322490515,2.178182254,2.34675,2.601333333,2.733582976,2.731666665,2.74375,2.745,2.745,2.745,2.745416667,3.268,3.3,3.3,3.3,3.416666667,6.228630278,7.487661125,7.462511198
Slovak Republic,35.23341667,41.36283333,46.03516667,48.35483333,45.32675,36.77291667,32.25691667,31.01825,29.69725,24.69433333,21.36141667,,,,,,,,,,
Slovenia,166.1341667,181.7691933,222.6560858,242.748835,240.248215,207.1137157,192.3811243,192.705468,191.0282578,,,,,,,,,,,,
Sweden,7.949868167,8.262428333,9.162244167,10.32913583,9.737123333,8.086304167,7.348886667,7.473088333,7.378249167,6.75877,6.591099167,7.653819167,7.207524167,6.493543333,6.775015833,6.513971667,6.860785,8.434840833,8.561991667,8.548860833,8.692518333
Eswatini,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647
Sint Maarten (Dutch part),,,,,,,,,,,,,,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
Seychelles,5.262191667,5.342583333,5.713816667,5.857541667,5.480033333,5.400716667,5.5,5.5,5.519691667,6.701059538,9.457243283,13.60994045,12.06775664,12.38103191,13.70403121,12.05831667,12.74703333,13.313925,13.31911667,13.64784167,13.91111667
Syrian Arab Republic,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,48.33666667,64.58083333,108.7333333,154.13,237.0291667,460.2758333,492.6108333,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,
Chad,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,
Togo,589.9517746,615.4733493,710.207977,732.3976933,693.7132265,579.8974262,527.3380323,527.2583626,522.4256249,478.6337185,446.0000414,470.2934233,494.7942622,471.2486257,510.5563385,493.8996239,493.7573299,591.211698,592.6056151,580.6567496,555.4464584
Thailand,41.3593875,37.81365583,40.11180333,44.4319,42.96008333,41.48461667,40.22241492,40.22013021,37.88198322,34.51818059,33.31330064,34.28577412,31.685705,30.49173333,31.08309167,30.72596667,32.47983333,34.24771667,35.29638333,33.93981106,32.31022574
Tajikistan,0.776625,1.237791667,2.07625,2.372191667,2.764133333,3.061366667,2.970508333,3.116566667,3.298408333,3.442483333,3.430725,4.142708333,4.378966667,4.610183333,4.737708333,4.764233333,4.937566667,6.163116667,7.835675,8.549741667,9.151216667
Turkmenistan,4890.166667,5200,5200,5200,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,
Timor-Leste,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,
Tonga,1.49205537,1.599132372,1.758502604,2.123574169,2.195187335,2.145892252,1.971562793,1.943036217,2.025880795,1.970933657,1.942444257,2.034493613,1.905987842,1.72895071,1.719507016,1.773713119,1.846773685,2.105763257,2.215661104,2.205972697,2.236571476
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,6.2983075,6.2989,6.299796667,6.233216667,6.248683333,6.2951,6.298991667,6.299558333,6.312283333,6.328033333,6.289433333,6.324908333,6.375508333,6.409300706,6.429602656,6.442629398,6.409094578,6.377441667,6.668966667,6.779525,6.770750898
Tunisia,1.138725,1.186225,1.370683333,1.4387125,1.421733333,1.288458333,1.245466667,1.297433333,1.331025,1.281358333,1.232141667,1.350275,1.4314,1.407783333,1.561891667,1.624658333,1.697675,1.961625,2.148033333,2.419425,2.646866667
Turkey,0.26072425,0.418782917,0.6252185,1.225588083,1.507226417,1.500885209,1.42553725,1.343583108,1.428453413,1.302930905,1.301521703,1.549959776,1.50284863,1.674954552,1.796000944,1.903768242,2.188542418,2.720008528,3.020134748,3.648132635,4.828370147
Tuvalu,,,,,,,,,,,,,,,,,,,,,
Tanzania,664.6712083,744.759075,800.4085167,876.4116667,966.5827843,1038.419007,1089.334771,1128.934179,1251.899973,1245.035464,1196.310709,1320.312061,1395.625,1557.433333,1571.698333,1597.555833,1653.230833,1991.390833,2177.086667,2228.856667,2263.781667
Uganda,1240.305833,1454.827167,1644.475333,1755.65875,1797.5505,1963.720083,1810.304714,1780.540261,1831.451851,1723.491587,1720.443879,2030.488074,2177.557507,2522.802033,2504.563078,2586.889569,2599.788201,3240.64542,3420.098007,3611.224458,3727.068995
Ukraine,2.449541667,4.130441667,5.440233333,5.372158333,5.326625,5.332688333,5.319180667,5.124729,5.05,5.05,5.267221417,7.791240333,7.935639417,7.967562833,7.991029333,7.993,11.88665942,21.84469777,25.55133412,26.5966063,27.20049233
Upper middle income,,,,,,,,,,,,,,,,,,,,,
Uruguay,10.47191667,11.3393,12.09959167,13.31911667,21.25696667,28.20868333,28.70373333,24.4786,24.07335833,23.471025,20.94931667,22.56798333,20.059275,19.31420833,20.310575,20.48160833,23.246025,27.32736667,30.1626,28.6764,30.72525833
United States,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Uzbekistan,94.49166667,124.625,236.6083333,,,,,,,,,,,,,2094.988465,2310.948159,2567.987213,2965.253499,5113.878946,8069.606237
St. Vincent and the Grenadines,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
"Venezuela, RB",0.547566667,0.605725,0.679966667,0.723658333,1.16095,1.606958333,1.891333333,2.08975,2.147,2.147,2.147,2.147,2.582060317,4.2893,4.2893,6.047961842,6.2842,6.2842,9.257344444,9.975,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,
Vietnam,13268,13943.16667,14167.75,14725.16667,15279.5,15509.58333,15746,15858.91667,15994.25,16105.125,16302.25,17065.08333,18612.91667,20509.75,20828,20933.41667,21148,21697.5675,21935.00083,22370.08667,22602.05
Vanuatu,127.5175,129.075,137.6433333,145.3125,139.1983333,122.1891667,111.79,109.2458333,110.6408333,102.4375,101.3341667,106.7408333,96.90583333,89.46916667,92.6375,94.5425,97.07166667,108.9891667,108.475,107.8208333,110.1683333
World,,,,,,,,,,,,,,,,,,,,,
Samoa,2.947686833,3.013152,3.286361525,3.478040072,3.376258103,2.973237658,2.780723431,2.710336734,2.779294045,2.616572472,2.64417628,2.73077851,2.484656585,2.317472012,2.29231195,2.310900035,2.331768846,2.560873688,2.564929673,2.554377116,2.587279951
Kosovo,,,,,1.057558996,0.884047927,0.803921648,0.803800192,0.796432731,0.7296724,0.67992268,0.716957702,0.75430899,0.718413899,0.77833812,0.752945123,0.752728197,0.901296423,0.903421436,0.885205508,0.846772667
"Yemen, Rep.",135.8816667,155.7183333,161.7183333,168.6716667,175.625,183.4483333,184.7758333,191.5091667,197.0491667,198.9533333,199.7641667,202.8466667,219.59,213.8,214.3508333,214.89,214.89,214.89,241.2696825,250.25,250.25
South Africa,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089,13.32380142,13.23392647
Zambia,1.862069167,2.388019167,3.110844167,3.610935,4.398595,4.733271046,4.778875386,4.465,3.601666667,4.001666667,3.745,5.045,4.7975,4.861666667,5.1475,5.396483333,6.154166667,8.631666667,10.3075,9.5175,10.45833333
Zimbabwe,0.023706013,0.03834471,0.044468376,0.05511466,0.055098291,0.698216071,5.074419415,,,,,,,,,,,,,,
